N,m_calib,b_calib,r2_calib,rel_err_slope_calib_pct,m_geom,b_geom,r2_geom,rel_err_slope_geom_pct,m_theory_Stokes
12,0.053053860694758724,0.0,1.0,0.004171401938168693,0.04202285995625868,-2.7755575615628914e-17,1.0,20.788775127151023,0.05305164769729845
42,0.05305060333993412,0.0,1.0,0.00196856725410323,0.04728217766483637,2.7755575615628914e-17,1.0,10.875194801453603,0.05305164769729845
162,0.053053407049681846,2.7755575615628914e-17,0.9999999999999996,0.0033163011136538964,0.05038310261153683,-2.7755575615628914e-17,1.0,5.030088982321113,0.05305164769729845
642,0.05304958350485308,0.0,0.9999999999999996,0.0038909110931785854,0.051811293587995036,2.7755575615628914e-17,1.0,2.3380124145825074,0.05305164769729845
2562,0.05305323659698015,6.328271240363392e-15,1.0,0.0029950053403937195,0.05246043369628045,1.2878587085651816e-14,1.0,1.1144121373785423,0.05305164769729845
