separation,U_two_disc,U_single_disc,diff_from_single,rel_diff_pct
5.0,0.06939565319406404,0.06131891425842794,0.008076738935636103,13.171692671525085
10.0,0.06531215541732685,0.06131891425842794,0.0039932411588989095,6.512250269255315
20.0,0.06331013083719199,0.06131891425842794,0.0019912165787640476,3.247312192078427
40.0,0.06231385460945579,0.06131891425842794,0.0009949403510278523,1.6225668100297508
80.0,0.06181630118376848,0.06131891425842794,0.0004973869253405358,0.8111476391188267
160.0,0.06156759732251408,0.06131891425842794,0.0002486830640861387,0.4055568613593947
