N,system_size,min_diag_L,max_diag_L,cholesky_cond_proxy,min_eigenvalue_Schur,max_eigenvalue_Schur,condition_number_Schur
12,72,0.2660931247607942,0.4120843925724932,2.398308382544811,12.068576748880652,19.783780451618806,1.6392803280182753
42,252,0.3602743879321708,0.5636417794206965,2.447595108245317,11.716436034020408,16.89737895335689,1.4421944441375214
162,972,0.4988249659643424,0.7898954430051252,2.507511038248005,11.271629486782183,16.57716564813155,1.4706982399990145
642,3852,0.7034534397235136,1.1144859856562876,2.5100276654515694,10.963947187707548,16.405780811689052,1.4963389125116113
2562,15372,0.9939355937788605,1.5751997567209082,2.511624931202113,10.813766811489364,16.329438500921903,1.5100601654894454
