N,blob_radius_geom,blob_radius_calib,U_geom,U_calib,U_theory_Stokes,E_geom_fraction,E_geom_percent,E_geom_pred_fraction,E_geom_residual_log,E_calib_fraction,E_calib_percent,runtime_geom_s,runtime_calib_s
12,0.525731112119,0.41642068286675,0.04202285995625867,0.053053860694758724,0.05305164769729845,0.20788775127151038,20.788775127151037,0.21090280790943133,-0.014399124648285078,4.171401938168693e-05,0.004171401938168693,0.003502368927001953,0.0008695125579833984
42,0.273266528913,0.243553056072,0.047282177664836375,0.053050603339934124,0.05305164769729845,0.10875194801453589,10.875194801453588,0.10598032555853176,0.025816113639300475,1.968567254090151e-05,0.001968567254090151,0.0011949539184570312,0.0011255741119384766
162,0.137952242128,0.13100877695,0.05038310261153682,0.05305340704968185,0.05305164769729845,0.05030088982321126,5.030088982321126,0.050488086312298286,-0.0037146265696179626,3.316301113666976e-05,0.003316301113666976,0.010501384735107422,0.01014566421508789
642,0.069141586774,0.067527675333,0.05181129358799504,0.05304958350485308,0.05305164769729845,0.02338012414582494,2.338012414582494,0.02369713961309731,-0.013468083481447124,3.8909110931785855e-05,0.0038909110931785854,0.24096202850341797,0.18506264686584473
2562,0.034591495181,0.034204978919,0.05246043369629724,0.053053236596988206,0.05305164769729845,0.011144121373468898,1.1144121373468898,0.011080052357696896,0.005765721060048357,2.995005355579027e-05,0.002995005355579027,4.793730020523071,1.068331241607666
