N,force,sphere_type,Rg,Rh_nominal,blob_radius,Ux,Uy,Uz,U_mag,U_theory,absolute_error,relative_error_percent,Omega_mag,alignment_angle_deg,runtime_seconds,solver_method,source
642,0.5,Rg_geometric,1.0,1.0239,0.069141586774,-5.3552156888657204e-20,-1.483741809964834e-17,0.02590564679399752,0.02590564679399752,0.026525823848649224,0.0006201770546517028,2.338012414582494,2.95089361746886e-18,0.0,0.1824653148651123,Cholesky,Computed in Phase 1 Force-Resolution Sweep
642,1.0,Rg_geometric,1.0,1.0239,0.069141586774,-1.0710431377731441e-19,-2.967483619929668e-17,0.05181129358799504,0.05181129358799504,0.05305164769729845,0.0012403541093034057,2.338012414582494,5.90178723493772e-18,0.0,0.24096202850341797,Cholesky,Phase 1C Resolution Sweep (cached)
642,2.0,Rg_geometric,1.0,1.0239,0.069141586774,-2.1420862755462882e-19,-5.934967239859336e-17,0.10362258717599009,0.10362258717599009,0.1061032953945969,0.0024807082186068113,2.338012414582494,1.180357446987544e-17,0.0,0.25998973846435547,Cholesky,Computed in Phase 1 Force-Resolution Sweep
642,5.0,Rg_geometric,1.0,1.0239,0.069141586774,-5.355215688865721e-19,-1.483741809964834e-16,0.2590564679399752,0.2590564679399752,0.2652582384864922,0.006201770546516994,2.338012414582481,2.9508936174688606e-17,0.0,0.17960524559020996,Cholesky,Computed in Phase 1 Force-Resolution Sweep
642,10.0,Rg_geometric,1.0,1.0239,0.069141586774,-1.0710431377731442e-18,-2.967483619929668e-16,0.5181129358799504,0.5181129358799504,0.5305164769729844,0.012403541093033987,2.338012414582481,5.901787234937721e-17,0.0,0.20396709442138672,Cholesky,Computed in Phase 1 Force-Resolution Sweep
2562,0.1,Rg_geometric,1.0,1.0113,0.034591495181,1.1941719788901624e-17,1.34697703967884e-16,0.005246043369628454,0.005246043369628454,0.005305164769729845,5.912140010139091e-05,1.114412137370835,1.777775891409883e-16,0.0,1.0713145732879639,GMRES (Numba),Computed in Phase 1 Force-Resolution Sweep
2562,0.5,Rg_geometric,1.0,1.0113,0.034591495181,-1.9218889151777504e-15,2.9107234789635767e-15,0.02623021684814862,0.02623021684814862,0.026525823848649224,0.00029560700050060285,1.1144121373468898,5.498490418973602e-16,0.0,1.0151913166046143,GMRES (Numba),Computed in Phase 1 Force-Resolution Sweep
2562,1.0,Rg_geometric,1.0,1.0113,0.034591495181,-3.843777830355501e-15,5.821446957927153e-15,0.05246043369629724,0.05246043369629724,0.05305164769729845,0.0005912140010012057,1.1144121373468898,1.0996980837947204e-15,0.0,4.793730020523071,GMRES (Numba),Phase 1C Resolution Sweep (cached)
2562,2.0,Rg_geometric,1.0,1.0113,0.034591495181,-7.687555660711002e-15,1.1642893915854307e-14,0.10492086739259449,0.10492086739259449,0.1061032953945969,0.0011824280020024114,1.1144121373468898,2.1993961675894408e-15,0.0,1.2078783512115479,GMRES (Numba),Computed in Phase 1 Force-Resolution Sweep
2562,5.0,Rg_geometric,1.0,1.0113,0.034591495181,-8.01019623451614e-15,2.4352464277475553e-14,0.2623021684814083,0.2623021684814083,0.2652582384864922,0.0029560700050839106,1.1144121373762508,4.195608243011646e-15,0.0,1.2093837261199951,GMRES (Numba),Computed in Phase 1 Force-Resolution Sweep
2562,10.0,Rg_geometric,1.0,1.0113,0.034591495181,-1.602039246903228e-14,4.8704928554951107e-14,0.5246043369628166,0.5246043369628166,0.5305164769729844,0.005912140010167821,1.1144121373762508,8.391216486023292e-15,0.0,1.0504889488220215,GMRES (Numba),Computed in Phase 1 Force-Resolution Sweep
